image_path,image_quality,LASIS,RASIS,LDTSI,RDTSI,LPOD,RPOD,LBD,RBD,LPT,RPT,LOB,ROB,LIT,RIT,SMPS,LAC,LLSIAS,LMDIAS,RAC,RLSIAS,RMDIAS,LSGT,LLGT,LLT,LFHC,LLFH,LPF,LDF,RSGT,RLGT,RLT,RFHC,RLFH,RPF,RDF
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0013_20251028_14.tif,0,,"[150.4, 87.8]","[407.7, 169.0]","[295.1, 152.4]",,"[276.3, 165.3]",,,,"[291.2, 251.8]","[419.5, 278.4, 'ACC', 18, 1, 2, 1, 0]","[310.6, 267.3, 'FF', 18, 1, 2, 1, 0]","[415.7, 334.2]","[304.1, 334.4]","[377.7, 244.1]",,,,"[241.5, 232.4]","[212.4, 200.8]","[260.2, 267.3]",,,,,,,,"[165.3, 234.4]","[141.4, 284.1]","[223.4, 321.5]","[236.3, 237.6]","[210.5, 215.6]","[187.2, 337.0]","[209.8, 490.0]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0014_20251117_14.tif,0,"[446.8, 85.2]","[43.9, 78.8]","[311.2, 177.6]","[175.0, 169.2]","[326.1, 175.6]","[156.9, 176.3]",,,"[322.8, 248.6]","[163.3, 251.8]","[306.7, 282.1, 'FF', 18, 1, 2, 1, 0]","[180.8, 280.2, 'FF', 18, 1, 2, 1, 0]","[308.6, 341.5]","[179.5, 343.5]","[243.4, 238.2]","[382.2, 229.9]","[400.9, 194.3]","[376.4, 268.6]","[109.8, 229.9]","[87.2, 194.3]","[120.7, 263.4]","[462.3, 222.1]","[487.5, 272.5]","[393.2, 312.5]","[388.0, 229.2]","[408.1, 202.7]","[442.9, 326.7]","[454.5, 492.0]","[29.7, 237.0]","[7.7, 291.8]","[107.8, 319.6]","[102.7, 230.5]","[77.5, 209.2]","[57.5, 335.1]","[67.8, 496.5]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0015_20251117_14.tif,0,"[464.2, 107.2]","[77.5, 107.2]","[327.3, 189.2]","[207.9, 182.7]","[351.2, 193.0]","[191.8, 187.2]",,,"[342.8, 271.8]","[195.0, 273.8]","[320.2, 295.1, 'FF', 18, 1, 2, 1, 0]","[214.4, 297.0, 'FF', 18, 1, 2, 1, 0]","[326.1, 350.6]","[206.0, 352.5]","[271.2, 267.3]","[390.0, 251.2]","[412.6, 220.2]","[373.2, 286.7]","[145.9, 252.4]","[124.0, 220.8]","[164.0, 280.9]","[453.9, 245.3]","[488.1, 304.7]","[399.0, 333.8]","[393.2, 253.1]","[420.3, 232.4]","[442.3, 344.1]","[420.3, 490.0]","[82.6, 248.6]","[49.7, 309.9]","[131.7, 340.3]","[144.6, 253.1]","[119.4, 228.6]","[92.3, 350.6]","[109.8, 490.7]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0016.tif,0,,,"[172.4, 91.7]","[507.5, 479.1]","[182.7, 72.3]",,,,,,"[154.3, 201.4, 'FF', 18, 1, 2, 1, 0]",,"[177.6, 272.5]","[507.5, 502.3]","[67.1, 172.4]","[235.7, 139.5]","[253.1, 94.9]","[222.7, 182.7]",,,,"[332.5, 129.8]","[353.8, 193.7]","[242.8, 235.7]",,"[240.8, 133.0]","[295.7, 252.4]","[276.3, 490.0]",,,,,,,
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0017_20251028_14.tif,0,"[457.1, 170.5]","[24.5, 178.8]","[308.0, 234.4]","[178.2, 237.6]","[342.2, 262.1]","[140.1, 274.4]",,,"[335.7, 353.8]","[150.4, 360.3]","[311.2, 375.1, 'FF', 18, 1, 2, 1, 0]","[165.9, 379.6, 'FF', 18, 1, 2, 1, 0]","[332.5, 426.8]","[153.7, 431.3]","[239.5, 362.2]","[377.7, 324.8]","[404.2, 296.4]","[368.0, 357.0]","[100.7, 331.9]","[71.7, 301.5]","[117.5, 364.8]","[444.9, 315.7]","[469.4, 368.7]","[389.3, 411.9]","[380.9, 326.7]","[406.8, 309.3]","[426.1, 421.0]","[428.7, 499.7]","[39.4, 327.3]","[18.7, 382.2]","[98.8, 423.5]","[97.5, 333.8]","[69.7, 314.4]","[59.4, 441.0]","[58.1, 500.4]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0018_20251028_14.tif,0,,"[218.2, 40.0]",,"[362.9, 110.4]",,"[333.8, 139.5]",,,,"[347.4, 238.2]",,"[367.4, 258.3, 'FF', 18, 1, 2, 1, 0]",,"[342.2, 319.6]",,,,,"[293.1, 207.9]","[264.1, 173.0]","[302.8, 241.5]",,,,"[1.9, 502.3]",,,,"[216.3, 207.9]","[194.3, 264.1]","[281.5, 309.9]","[289.9, 207.9]","[258.9, 193.7]","[242.8, 316.4]","[251.8, 485.5]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0018_20251117_14.tif,0,,"[237.6, 65.9]",,"[351.2, 160.1]",,"[336.4, 163.3]",,,,"[349.3, 239.5]",,"[368.7, 268.6, 'FF', 18, 1, 2, 1, 0]",,"[353.8, 319.6]","[430.6, 233.7]",,,,"[295.7, 220.2]","[275.7, 186.6]","[309.3, 248.6]",,,,,,,,"[216.3, 211.8]","[195.6, 268.6]","[277.0, 302.8]","[294.4, 218.2]","[272.5, 195.0]","[240.2, 308.0]","[267.9, 490.7]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0021_20251028_14.tif,0,,"[191.1, 85.9]",,"[344.1, 178.8]",,"[306.0, 180.8]",,,,,,"[330.6, 262.8, 'FF', 18, 1, 2, 1, 0]",,"[317.0, 335.7]","[394.5, 233.7]",,,,"[262.8, 230.5]","[240.8, 196.9]","[273.1, 266.7]",,,,,,,,"[182.7, 231.1]","[167.9, 280.2]","[261.5, 309.3]","[263.4, 225.3]","[235.7, 206.0]","[216.9, 327.3]","[231.8, 493.3]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0023_20251027_12.tif,0,"[428.7, 38.7]","[47.8, 49.1]","[303.5, 158.8]","[176.9, 172.4]","[334.4, 160.8]","[149.8, 167.9]",,,"[510.1, 510.1]",,"[304.1, 256.3, 'FF', 18, 1, 2, 1, 0]","[196.3, 252.4, 'FF', 18, 1, 2, 1, 0]","[317.0, 320.2]","[182.1, 324.1]","[246.6, 219.5]","[380.3, 216.3]","[395.8, 181.4]","[362.2, 248.6]","[115.6, 221.5]","[89.7, 184.7]","[136.9, 258.3]","[457.1, 217.6]","[472.6, 271.2]","[389.3, 304.1]","[382.9, 215.6]","[410.0, 192.4]","[427.4, 313.1]","[422.9, 490.0]","[31.6, 218.9]","[13.6, 268.6]","[98.8, 309.9]","[113.6, 226.0]","[88.5, 202.1]","[59.4, 321.5]","[72.3, 490.7]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0023_20251117_14.tif,0,"[438.4, 113.6]","[62.6, 100.7]","[311.2, 189.8]","[185.9, 181.4]","[335.7, 204.0]","[156.9, 201.4]",,,"[329.3, 269.9]","[165.3, 264.7]","[312.5, 291.2, 'FF', 18, 1, 2, 1, 0]","[185.9, 286.0, 'FF', 18, 1, 2, 1, 0]","[322.8, 339.6]","[162.1, 333.2]","[248.6, 267.3]","[375.1, 249.2]","[397.7, 224.0]","[357.0, 277.0]","[117.5, 241.5]","[103.3, 211.1]","[132.4, 263.4]","[432.6, 261.5]","[448.7, 300.9]","[378.4, 335.7]","[379.0, 252.4]","[400.9, 233.7]","[406.8, 341.5]","[377.7, 501.7]","[61.3, 253.7]","[46.5, 297.0]","[118.8, 323.5]","[111.1, 239.5]","[85.9, 226.0]","[91.0, 336.4]","[122.7, 495.2]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0024.tif,0,"[462.3, 124.6]","[50.4, 127.2]","[322.2, 184.7]","[191.1, 187.9]","[360.3, 209.2]","[156.9, 213.1]",,,"[349.9, 271.2]","[170.5, 271.2]","[325.4, 289.3, 'FF', 18, 1, 2, 1, 0]","[193.0, 289.9, 'FF', 18, 1, 2, 1, 0]","[342.2, 338.3]","[180.1, 339.0]","[257.0, 266.0]","[388.7, 258.3]","[410.6, 225.3]","[376.4, 284.7]","[124.0, 251.8]","[89.1, 235.7]","[141.4, 282.8]","[457.8, 258.9]","[475.8, 308.0]","[410.6, 339.0]","[391.9, 260.2]","[406.8, 238.2]","[438.4, 342.2]","[424.8, 487.5]","[55.5, 259.6]","[38.7, 302.8]","[111.1, 332.5]","[121.4, 253.1]","[105.9, 233.7]","[75.5, 340.9]","[89.1, 490.7]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0024_20251027_12.tif,0,,,"[182.7, 122.7]",,"[199.5, 112.3]",,,,"[186.6, 195.0]",,"[162.1, 217.6, 'FF', 18, 1, 2, 1, 0]",,"[182.7, 281.5]",,"[89.1, 182.7]","[235.7, 171.7]","[258.3, 139.5]","[220.2, 206.0]",,,,"[318.3, 178.8]","[330.6, 222.7]","[246.0, 263.4]","[237.0, 171.1]","[266.0, 153.0]","[278.9, 275.0]","[246.0, 491.3]",,,,,,,
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0026.tif,0,,"[195.0, 28.4]",,"[328.6, 104.6]",,"[297.6, 120.1]",,,,,"[488.8, 497.2, 'FF', 18, 1, 2, 1, 0]","[335.7, 193.0, 'FF', 18, 1, 2, 1, 0]",,"[319.0, 252.4]","[406.8, 166.6]",,,,"[262.1, 165.9]","[231.1, 138.8]","[280.2, 194.3]",,,,,,,,"[190.5, 163.3]","[176.9, 207.9]","[250.5, 240.8]","[260.8, 164.0]","[238.2, 145.3]","[216.3, 252.4]","[241.5, 492.0]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0223_20251117_14.tif,0,"[465.5, 90.4]","[43.3, 110.4]","[322.2, 160.8]","[192.4, 167.2]","[346.7, 164.6]","[171.1, 181.4]",,,"[344.1, 262.8]","[185.3, 275.0]","[319.0, 286.7, 'FF', 18, 1, 2, 1, 0]","[212.4, 295.1, 'FF', 18, 1, 2, 1, 0]","[322.2, 335.1]","[206.0, 340.9]","[265.4, 268.6]","[395.1, 232.4]","[413.9, 193.7]","[374.5, 264.7]","[130.4, 249.9]","[105.2, 213.7]","[150.4, 284.7]","[454.5, 222.1]","[501.0, 279.6]","[418.4, 320.2]","[397.1, 233.7]","[422.3, 209.8]","[457.8, 326.7]","[453.9, 492.0]","[68.4, 238.2]","[25.2, 291.2]","[109.8, 333.8]","[129.1, 247.9]","[103.9, 224.7]","[70.4, 341.5]","[77.5, 495.2]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0231_20251117_14.tif,0,"[454.5, 86.5]","[76.2, 67.1]","[317.0, 175.0]","[200.2, 173.0]","[341.5, 169.8]","[173.7, 166.6]",,,"[337.0, 239.5]","[180.1, 227.3]","[308.6, 264.7, 'FF', 18, 1, 2, 1, 0]","[198.9, 258.9, 'FF', 18, 1, 2, 1, 0]","[311.8, 328.0]","[185.3, 321.5]","[253.7, 223.4]","[391.3, 224.7]","[404.2, 183.4]","[367.4, 258.3]","[117.5, 206.0]","[111.1, 166.6]","[134.9, 242.1]","[464.2, 213.1]","[495.9, 264.7]","[413.2, 308.6]","[390.0, 227.9]","[410.6, 198.2]","[463.6, 335.2]","[477.7, 480.6]","[38.1, 202.7]","[16.8, 253.1]","[100.7, 286.7]","[111.1, 200.2]","[89.1, 174.3]","[54.9, 297.6]","[51.0, 490.7]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0216_20251117_14.tif,0,"[433.9, 105.2]","[72.3, 111.1]","[318.3, 187.2]","[194.3, 190.5]","[350.6, 213.7]","[166.6, 217.6]",,,"[347.4, 283.4]","[175.6, 287.3]","[327.3, 306.7, 'FF', 18, 1, 2, 1, 0]","[197.6, 308.0, 'FF', 18, 1, 2, 1, 0]","[346.1, 354.5]","[181.4, 356.4]","[260.2, 286.0]","[393.2, 259.6]","[420.3, 238.2]","[379.0, 286.0]","[131.1, 262.8]","[107.8, 236.3]","[138.2, 289.9]","[457.8, 263.4]","[466.8, 306.0]","[398.4, 333.8]","[393.8, 257.0]","[415.8, 242.8]","[425.5, 339.6]","[402.9, 497.2]","[68.4, 264.7]","[56.8, 311.8]","[122.0, 344.8]","[131.7, 263.4]","[108.5, 241.5]","[94.9, 345.4]","[109.8, 493.9]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0213_20251117_14.tif,0,"[324.8, 105.2]",,"[216.3, 169.8]",,"[247.9, 203.4]",,,,"[247.9, 286.7]",,,,"[251.8, 351.9]",,"[158.8, 306.0]","[295.1, 258.3]","[307.3, 223.4]","[282.1, 289.9]",,,,"[360.3, 253.7]","[375.1, 302.2]","[306.7, 339.0]","[293.1, 258.3]","[315.1, 238.9]","[339.6, 344.1]","[336.4, 490.0]",,,,,,,
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0205_20251117_14.tif,0,,"[184.7, 124.0]",,"[315.7, 213.7]",,"[297.6, 211.8]",,,,"[311.2, 286.7]","[437.1, 309.7, 'FF', 18, 1, 2, 1, 0]","[337.0, 307.3, 'FF', 18, 1, 2, 1, 0]",,"[324.1, 365.4]","[395.8, 277.6]",,,,"[268.6, 266.0]","[244.1, 239.5]","[278.9, 301.5]",,,,,,,,"[195.6, 264.7]","[171.1, 308.0]","[253.1, 345.4]","[269.9, 267.3]","[246.6, 250.5]","[216.9, 353.8]",
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0203_20251117_14.tif,0,"[446.1, 61.3]","[59.4, 63.3]","[316.4, 139.5]","[193.0, 144.0]","[342.2, 138.2]","[165.3, 142.7]",,,"[329.3, 211.1]","[176.3, 209.8]","[308.0, 233.7, 'FF', 18, 1, 2, 1, 0]","[199.5, 233.7, 'FF', 18, 1, 2, 1, 0]","[313.8, 286.0]","[189.8, 287.3]","[253.1, 204.7]","[370.0, 189.8]","[392.6, 161.4]","[359.6, 218.2]","[134.9, 189.2]","[114.3, 162.7]","[149.8, 225.3]","[439.7, 179.5]","[459.1, 220.8]","[384.8, 266.0]","[368.0, 189.8]","[386.7, 173.0]","[424.2, 271.8]","[408.1, 493.3]","[63.9, 189.8]","[42.6, 231.8]","[122.7, 268.6]","[136.2, 193.0]","[116.2, 175.0]","[83.9, 284.7]","[109.8, 496.5]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0197_20251117_14.tif,0,,"[156.2, 123.3]",,"[286.7, 160.8]",,"[262.8, 207.9]",,,,"[279.6, 286.0]","[414.2, 311.2, 'FF', 18, 1, 2, 1, 0]","[297.6, 309.3, 'FF', 18, 1, 2, 1, 0]","[418.2, 342.9]","[282.1, 348.0]","[366.7, 304.1]",,,,"[229.9, 261.5]","[209.2, 235.0]","[246.6, 295.1]",,,,,,,,"[159.5, 262.1]","[144.0, 311.2]","[216.9, 347.4]","[230.5, 266.7]","[207.3, 251.2]","[185.9, 354.5]","[206.6, 495.2]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0026_20251117_14.tif,0,,"[203.4, 87.8]",,"[317.0, 171.1]",,"[297.6, 187.2]",,,,"[304.7, 256.3]",,"[320.2, 279.6, 'FF', 18, 1, 2, 1, 0]",,"[301.5, 326.1]","[391.3, 262.1]",,,,"[256.3, 227.3]","[242.1, 201.4]","[271.2, 257.0]",,,,,,,,"[198.2, 240.2]","[181.4, 282.1]","[251.8, 314.4]","[252.4, 228.6]","[226.0, 216.3]","[221.5, 322.2]","[249.2, 495.9]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0027.tif,0,"[461.6, 124.6]","[58.8, 123.3]","[322.8, 200.8]","[195.0, 199.5]","[356.4, 218.9]","[167.2, 210.5]",,,"[344.8, 299.6]","[182.1, 292.5]","[324.8, 323.5, 'FF', 18, 1, 2, 1, 0]","[203.4, 313.1, 'FF', 18, 1, 2, 1, 0]","[337.0, 365.4]","[189.2, 358.3]","[260.8, 295.1]","[390.6, 271.2]","[411.3, 242.8]","[373.2, 300.2]","[133.0, 263.4]","[114.9, 237.0]","[150.4, 293.8]","[436.5, 259.6]","[474.6, 306.0]","[389.3, 343.5]","[393.2, 273.8]","[416.4, 255.7]","[433.9, 349.3]","[446.8, 444.9]","[77.5, 249.9]","[45.2, 300.2]","[127.2, 334.4]","[131.7, 266.7]","[106.5, 251.8]","[85.2, 343.5]","[84.6, 445.5]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0027_20251124_11.tif,0,"[446.1, 98.1]","[59.4, 114.3]","[314.4, 153.7]","[195.0, 161.4]","[352.5, 198.9]","[169.2, 209.2]",,,"[353.2, 281.5]","[185.3, 287.3]","[333.2, 307.3, 'FF', 18, 1, 2, 1, 0]","[206.6, 308.6, 'FF', 18, 1, 2, 1, 0]","[330.6, 342.2]","[194.3, 349.3]","[273.1, 300.9]","[397.1, 250.5]","[410.0, 217.6]","[378.4, 276.3]","[135.6, 263.4]","[116.9, 233.1]","[153.7, 293.1]","[464.2, 244.7]","[487.5, 288.6]","[418.4, 329.9]","[402.2, 253.7]","[422.9, 231.1]","[449.4, 322.2]","[446.8, 492.0]","[65.9, 263.4]","[50.4, 311.2]","[123.3, 348.7]","[134.9, 268.6]","[111.7, 249.2]","[93.0, 349.3]","[114.3, 493.9]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0028.tif,0,"[453.9, 48.4]","[97.5, 49.7]","[332.5, 138.2]","[220.8, 131.1]","[354.5, 143.3]","[196.9, 146.6]",,,"[347.4, 226.0]","[200.8, 224.0]","[322.8, 247.3, 'FF', 18, 1, 2, 1, 0]","[226.0, 247.3, 'FF', 18, 1, 2, 1, 0]","[321.5, 293.8]","[224.7, 291.8]","[275.7, 218.9]","[395.1, 204.7]","[412.6, 171.7]","[371.9, 237.6]","[156.2, 198.9]","[138.8, 165.9]","[179.5, 231.8]","[470.0, 198.9]","[490.7, 248.6]","[410.0, 289.3]","[398.4, 207.9]","[420.3, 187.2]","[447.4, 288.0]","[446.8, 492.0]","[82.6, 192.4]","[60.0, 238.2]","[136.9, 286.0]","[149.8, 203.4]","[129.1, 182.1]","[96.8, 296.4]","[82.0, 494.6]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0028_20251028_14.tif,0,"[471.3, 96.2]","[38.7, 56.2]","[312.5, 147.9]","[189.2, 158.2]","[331.9, 179.5]","[165.3, 158.2]",,,"[311.2, 274.4]","[158.8, 267.9]","[289.9, 298.9, 'FF', 18, 1, 2, 1, 0]","[178.2, 295.7, 'FF', 18, 1, 2, 1, 0]","[278.9, 351.9]","[159.5, 344.8]","[225.3, 260.2]","[363.5, 254.4]","[391.3, 222.1]","[344.8, 288.0]","[103.9, 233.7]","[83.3, 198.2]","[124.0, 268.6]","[431.9, 257.0]","[454.5, 309.9]","[366.1, 353.8]","[362.9, 257.6]","[390.0, 233.1]","[405.5, 359.0]","[408.7, 492.0]","[34.9, 247.3]","[12.3, 298.3]","[99.4, 338.3]","[107.8, 325.4]","[76.8, 212.4]","[57.5, 350.6]","[55.5, 490.0]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0029_20251027_12.tif,0,,,,,"[180.1, 29.1]",,,,"[165.3, 112.3]",,"[144.0, 131.1, 'FF', 18, 1, 2, 1, 0]",,"[164.0, 191.1]",,"[80.1, 100.7]","[209.2, 85.9]","[232.4, 56.2]","[198.9, 115.6]",,,,"[284.7, 92.3]","[298.9, 134.3]","[214.4, 178.2]","[215.0, 86.5]","[231.8, 66.5]","[255.0, 181.4]","[229.2, 495.2]",,,,,,,
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0029_20251028_14.tif,0,"[324.1, 71.7]",,"[169.2, 122.0]",,"[189.8, 153.0]",,,,"[171.7, 257.6]",,"[153.7, 280.2, 'FF', 18, 1, 2, 1, 0]",,"[153.7, 333.2]",,"[82.0, 251.2]","[223.4, 231.1]","[252.4, 198.9]","[207.9, 273.8]",,,,"[295.7, 230.5]","[317.0, 289.3]","[227.3, 329.3]","[224.7, 234.4]","[249.9, 210.5]","[264.7, 334.4]","[257.0, 495.2]",,,,,,,
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0030.tif,0,,"[255.7, 40.0]",,"[362.2, 124.0]",,"[346.7, 135.6]",,,,"[355.1, 223.4]",,"[375.8, 239.5, 'FF', 18, 1, 2, 1, 0]",,"[370.0, 287.3]",,,,,"[303.5, 196.9]","[288.0, 160.1]","[322.8, 229.2]",,,,,,,,"[229.2, 185.9]","[206.6, 234.4]","[281.5, 282.1]","[302.2, 197.6]","[276.3, 178.2]","[243.4, 279.6]","[237.0, 486.8]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0030_20251028_14.tif,0,,"[211.1, 44.5]",,"[357.7, 134.9]",,"[329.3, 158.8]",,,,"[336.4, 254.4]",,"[355.8, 280.9, 'FF', 18, 1, 2, 1, 0]",,"[345.4, 328.0]","[410.0, 248.6]",,,,"[281.5, 222.7]","[260.2, 188.5]","[306.0, 256.3]",,,,,,,,"[214.4, 230.5]","[190.5, 284.1]","[278.9, 322.8]","[280.2, 220.8]","[257.6, 198.9]","[241.5, 335.1]","[249.9, 488.8]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0031.tif,0,,"[176.3, 73.0]",,"[314.4, 156.2]",,"[286.7, 164.0]",,,,"[306.7, 251.8]",,"[328.0, 279.6, 'FF', 18, 1, 2, 1, 0]",,"[313.8, 324.1]","[391.3, 254.4]",,,,"[254.4, 223.4]","[235.0, 194.3]","[274.4, 258.9]",,,,,,,,"[189.2, 211.1]","[160.8, 262.1]","[247.3, 298.9]","[253.1, 225.3]","[227.3, 207.3]","[204.7, 306.0]","[201.4, 491.3]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0031_20251117_14.tif,0,,"[20.0, 135.6]","[313.1, 178.2]","[177.6, 189.2]","[343.5, 187.2]","[154.3, 207.3]",,,"[354.5, 278.3]","[177.6, 303.5]","[332.5, 310.6, 'FF', 18, 1, 2, 1, 0]","[207.9, 326.7, 'FF', 18, 1, 2, 1, 0]","[348.0, 366.1]","[204.7, 384.2]","[270.5, 289.9]","[457.1, 74.9]","[434.5, 195.0]","[395.8, 286.0]","[123.3, 284.1]","[93.6, 254.4]","[150.4, 308.0]","[476.5, 245.3]",,"[406.8, 330.6]",,,"[449.4, 340.9]","[462.3, 493.3]","[45.8, 295.7]","[19.4, 342.2]","[111.7, 386.7]","[118.2, 286.0]","[94.9, 260.8]","[60.0, 408.1]","[45.2, 503.0]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0032_20251117_14.tif,0,,"[188.5, 30.3]",,"[320.2, 147.2]",,"[302.8, 149.1]",,,,"[308.6, 221.5]","[451.6, 247.4, 'FF', 18, 1, 2, 1, 0]","[346.7, 246.6, 'FF', 18, 1, 2, 1, 0]","[456.6, 314.1]","[338.3, 317.7]","[402.2, 189.8]",,,,"[259.6, 204.0]","[227.3, 172.4]","[279.6, 239.5]",,,,,,,,"[182.1, 202.1]","[151.7, 262.1]","[242.8, 302.8]","[255.0, 207.3]","[225.3, 184.0]","[198.2, 323.5]","[207.3, 490.0]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0033_20251027_12.tif,0,"[473.3, 107.2]","[45.2, 115.6]","[331.9, 168.5]","[200.2, 165.9]","[359.0, 184.7]","[164.6, 193.7]",,,"[341.5, 267.9]","[178.8, 266.7]","[324.8, 291.2, 'FF', 18, 1, 2, 1, 0]","[200.2, 286.0, 'FF', 18, 1, 2, 1, 0]","[332.5, 337.7]","[185.9, 335.7]","[260.8, 255.7]","[393.8, 248.6]","[419.7, 222.1]","[375.1, 280.9]","[131.1, 251.2]","[102.0, 225.3]","[149.8, 289.3]","[449.4, 232.4]","[476.5, 282.1]","[402.9, 318.3]","[393.8, 251.2]","[418.4, 230.5]","[440.3, 319.6]","[439.0, 494.6]","[74.9, 241.5]","[49.7, 291.8]","[121.4, 328.0]","[131.1, 253.7]","[114.9, 229.2]","[87.8, 330.6]","[100.1, 498.4]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0034.tif,0,"[338.8, 59.6]",,"[197.3, 129.7]",,"[229.0, 163.1]",,"[222.6, 146.6]",,"[213.3, 249.2]",,"[191.8, 272.5, 'FF', 1, 1, 3, 1, 6]",,"[209.5, 325.3]",,"[120.0, 247.1]",,"[286.4, 191.4]","[245.9, 258.1]",,,,"[319.8, 209.1]","[357.4, 259.4]","[263.2, 299.5]","[263.6, 223.9]","[294.4, 207.0]","[321.1, 365.4]","[328.2, 446.5]",,,,,,,
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0034_20251027_12.tif,0,"[287.7, 73.4]",,"[151.0, 146.3]",,"[177.4, 158.9]",,,,"[164.0, 231.9]",,"[133.8, 253.3, 'FF', 18, 1, 2, 1, 0]",,"[154.3, 312.4]",,"[67.9, 222.2]","[205.1, 221.8]","[235.7, 195.4]",,,,,"[263.8, 204.6]","[293.1, 249.1]","[214.7, 289.3]","[205.5, 218.5]","[238.2, 201.7]","[249.5, 349.3]","[243.2, 447.8]",,,,,,,
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0035_20251028_14.tif,0,"[484.9, 83.9]","[43.9, 71.0]","[326.7, 165.9]","[184.7, 162.7]","[355.8, 173.0]","[161.4, 176.9]",,,"[333.2, 273.1]","[172.4, 266.0]","[302.8, 296.4, 'FF', 18, 1, 2, 1, 0]","[206.6, 302.2, 'FF', 18, 1, 2, 1, 0]","[306.7, 340.9]","[198.9, 345.4]","[253.7, 273.1]","[385.5, 251.8]","[408.1, 220.8]","[359.6, 280.9]","[122.0, 247.3]","[97.5, 216.3]","[149.1, 276.3]","[452.6, 238.2]","[485.5, 292.5]","[402.2, 348.7]","[384.8, 254.4]","[400.9, 226.0]","[448.1, 354.5]","[474.6, 492.0]","[40.7, 237.0]","[18.1, 289.3]","[103.3, 339.0]","[118.2, 246.0]","[103.3, 216.9]","[60.0, 335.1]","[51.0, 492.6]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0035_20251117_14.tif,0,"[280.2, 85.9]",,"[150.4, 178.2]",,"[173.7, 192.4]",,,,"[177.6, 283.4]",,"[158.8, 317.0, 'FF', 18, 1, 2, 1, 0]",,"[175.0, 375.1]",,"[89.7, 303.5]",,"[258.3, 206.6]","[222.1, 297.0]",,,,"[307.3, 256.3]","[322.8, 311.8]","[227.3, 339.0]","[239.5, 243.4]",,"[271.2, 350.6]","[269.9, 491.3]",,,,,,,
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0036.tif,0,"[324.8, 69.1]",,"[162.1, 151.1]",,"[209.2, 169.8]",,,,"[204.7, 253.1]",,"[184.7, 277.6, 'FF', 18, 1, 2, 1, 0]",,"[193.7, 320.9]",,"[134.9, 248.6]","[251.8, 225.3]","[272.5, 190.5]","[229.2, 255.7]",,,,"[291.8, 218.9]",,"[296.4, 295.1]","[255.7, 226.6]","[271.8, 201.4]","[322.8, 267.3]","[435.2, 320.9]",,,,,,,
